[18:45:56] [info] ENGINE: Successfully initialized Win32 window!
[18:45:56] [info] ENGINE: Successfully initialized DirectX!
[18:46:45] [info] ENGINE: PROFILER: 136400.000000FPS: 234.807938
[18:46:45] [info] ENGINE: PROFILER: 136000.000000FPS: 237.648239
[18:46:45] [info] ENGINE: PROFILER: 136500.000000FPS: 237.648239
[18:46:45] [info] ENGINE: PROFILER: 134000.000000FPS: 247.892914
[18:46:45] [info] ENGINE: PROFILER: 143100.000000FPS: 247.892914
[18:46:45] [info] ENGINE: PROFILER: 145700.000000FPS: 236.043915
[18:46:45] [info] ENGINE: PROFILER: 174200.000000FPS: 236.043915
[18:46:45] [info] ENGINE: PROFILER: 136300.000000FPS: 235.488052
[18:46:45] [info] ENGINE: PROFILER: 141900.000000FPS: 235.488052
[18:46:45] [info] ENGINE: PROFILER: 137500.000000FPS: 239.211548
[18:46:45] [info] ENGINE: PROFILER: 135600.000000FPS: 239.211548
[18:46:45] [info] ENGINE: PROFILER: 140300.000000FPS: 248.842880
[18:46:45] [info] ENGINE: PROFILER: 134900.000000FPS: 248.842880
[18:46:45] [info] ENGINE: PROFILER: 135300.000000FPS: 239.802383
[18:46:45] [info] ENGINE: PROFILER: 138200.000000FPS: 239.802383
[18:46:45] [info] ENGINE: PROFILER: 134600.000000FPS: 234.137192
[18:46:45] [info] ENGINE: PROFILER: 139000.000000FPS: 234.137192
[18:46:45] [info] ENGINE: PROFILER: 133100.000000FPS: 238.191635
[18:46:45] [info] ENGINE: PROFILER: 133500.000000FPS: 238.191635
[18:46:45] [info] ENGINE: PROFILER: 133000.000000FPS: 247.856033
[18:46:45] [info] ENGINE: PROFILER: 137000.000000FPS: 247.856033
[18:46:45] [info] ENGINE: PROFILER: 136100.000000FPS: 239.578339
[18:46:45] [info] ENGINE: PROFILER: 134500.000000FPS: 239.578339
[18:46:45] [info] ENGINE: PROFILER: 165900.000000FPS: 233.972855
[18:46:45] [info] ENGINE: PROFILER: 133700.000000FPS: 233.972855
[18:46:45] [info] ENGINE: PROFILER: 134600.000000FPS: 238.367676
[18:46:45] [info] ENGINE: PROFILER: 135200.000000FPS: 238.367676
[18:46:45] [info] ENGINE: PROFILER: 138100.000000FPS: 245.929855
[18:46:45] [info] ENGINE: PROFILER: 145000.000000FPS: 245.929855
[18:46:45] [info] ENGINE: PROFILER: 132800.000000FPS: 235.582352
[18:46:45] [info] ENGINE: PROFILER: 136600.000000FPS: 235.582352
[18:46:45] [info] ENGINE: PROFILER: 134500.000000FPS: 237.693436
[18:46:45] [info] ENGINE: PROFILER: 135700.000000FPS: 237.693436
[18:46:45] [info] ENGINE: PROFILER: 138100.000000FPS: 247.390045
[18:46:45] [info] ENGINE: PROFILER: 134200.000000FPS: 247.390045
[18:46:45] [info] ENGINE: PROFILER: 134800.000000FPS: 231.980881
[18:46:45] [info] ENGINE: PROFILER: 140100.000000FPS: 231.980881
[18:46:45] [info] ENGINE: PROFILER: 137100.000000FPS: 242.736130
[18:46:45] [info] ENGINE: PROFILER: 135000.000000FPS: 242.736130
[18:46:45] [info] ENGINE: PROFILER: 132700.000000FPS: 237.371826
[18:46:45] [info] ENGINE: PROFILER: 133000.000000FPS: 237.371826
[18:46:45] [info] ENGINE: PROFILER: 138500.000000FPS: 248.360825
[18:46:45] [info] ENGINE: PROFILER: 133100.000000FPS: 248.360825
[18:46:45] [info] ENGINE: PROFILER: 166400.000000FPS: 232.633881
[18:46:45] [info] ENGINE: PROFILER: 139400.000000FPS: 232.633881
[18:46:45] [info] ENGINE: PROFILER: 133800.000000FPS: 240.546524
[18:46:45] [info] ENGINE: PROFILER: 136700.000000FPS: 240.546524
[18:46:45] [info] ENGINE: PROFILER: 133300.000000FPS: 237.478928
[18:46:45] [info] ENGINE: PROFILER: 133200.000000FPS: 237.478928
[18:46:45] [info] ENGINE: PROFILER: 134000.000000FPS: 248.694351
[18:46:45] [info] ENGINE: PROFILER: 134200.000000FPS: 248.694351
[18:46:45] [info] ENGINE: PROFILER: 132900.000000FPS: 231.674561
[18:46:45] [info] ENGINE: PROFILER: 137600.000000FPS: 231.674561
[18:46:45] [info] ENGINE: PROFILER: 135100.000000FPS: 241.767807
[18:46:45] [info] ENGINE: PROFILER: 134700.000000FPS: 241.767807
[18:46:45] [info] ENGINE: PROFILER: 132800.000000FPS: 237.959274
[18:46:45] [info] ENGINE: PROFILER: 134300.000000FPS: 237.959274
[18:46:45] [info] ENGINE: PROFILER: 141000.000000FPS: 247.763916
[18:46:45] [info] ENGINE: PROFILER: 139500.000000FPS: 247.763916
[18:46:45] [info] ENGINE: PROFILER: 134900.000000FPS: 232.579773
[18:46:45] [info] ENGINE: PROFILER: 134800.000000FPS: 232.579773
[18:46:45] [info] ENGINE: PROFILER: 133600.000000FPS: 239.957779
[18:46:45] [info] ENGINE: PROFILER: 134000.000000FPS: 239.957779
[18:46:45] [info] ENGINE: PROFILER: 133200.000000FPS: 247.316620
[18:46:45] [info] ENGINE: PROFILER: 136600.000000FPS: 247.316620
[18:46:45] [info] ENGINE: PROFILER: 134200.000000FPS: 240.205627
[18:46:45] [info] ENGINE: PROFILER: 134300.000000FPS: 240.205627
[18:46:45] [info] ENGINE: PROFILER: 132900.000000FPS: 232.828873
[18:46:45] [info] ENGINE: PROFILER: 133300.000000FPS: 232.828873
[18:46:45] [info] ENGINE: PROFILER: 132800.000000FPS: 246.694290
[18:46:45] [info] ENGINE: PROFILER: 133300.000000FPS: 246.694290
[18:46:45] [info] ENGINE: PROFILER: 141400.000000FPS: 240.517593
[18:46:45] [info] ENGINE: PROFILER: 134100.000000FPS: 240.517593
[18:46:45] [info] ENGINE: PROFILER: 132900.000000FPS: 238.960037
[18:46:45] [info] ENGINE: PROFILER: 137100.000000FPS: 238.960037
[18:46:45] [info] ENGINE: PROFILER: 132800.000000FPS: 234.417130
[18:46:45] [info] ENGINE: PROFILER: 133700.000000FPS: 234.417130
[18:46:45] [info] ENGINE: PROFILER: 132900.000000FPS: 238.185989
[18:46:45] [info] ENGINE: PROFILER: 136200.000000FPS: 238.185989
[18:46:45] [info] ENGINE: PROFILER: 135900.000000FPS: 245.206207
[18:46:45] [info] ENGINE: PROFILER: 138700.000000FPS: 245.206207
[18:46:45] [info] ENGINE: PROFILER: 135800.000000FPS: 232.769241
[18:46:45] [info] ENGINE: PROFILER: 134700.000000FPS: 232.769241
[18:46:45] [info] ENGINE: PROFILER: 141900.000000FPS: 239.360428
[18:46:45] [info] ENGINE: PROFILER: 135500.000000FPS: 239.360428
[18:46:45] [info] ENGINE: PROFILER: 172900.000000FPS: 239.417725
[18:46:45] [info] ENGINE: PROFILER: 169600.000000FPS: 239.417725
[18:46:45] [info] ENGINE: PROFILER: 141500.000000FPS: 239.406281
[18:46:45] [info] ENGINE: PROFILER: 140500.000000FPS: 239.406281
[18:46:45] [info] ENGINE: PROFILER: 147300.000000FPS: 239.756393
[18:46:45] [info] ENGINE: PROFILER: 137400.000000FPS: 239.756393
[18:46:45] [info] ENGINE: PROFILER: 138100.000000FPS: 240.714447
[18:46:45] [info] ENGINE: PROFILER: 143600.000000FPS: 240.714447
[18:46:45] [info] ENGINE: PROFILER: 137800.000000FPS: 240.714447
[18:46:45] [info] ENGINE: PROFILER: 137000.000000FPS: 240.714447
[18:46:45] [info] ENGINE: PROFILER: 134600.000000FPS: 239.532425
[18:46:45] [info] ENGINE: PROFILER: 136400.000000FPS: 239.532425
[18:46:45] [info] ENGINE: PROFILER: 140300.000000FPS: 241.767807
[18:46:45] [info] ENGINE: PROFILER: 135100.000000FPS: 241.767807
[18:46:45] [info] ENGINE: PROFILER: 134700.000000FPS: 238.823074
[18:46:45] [info] ENGINE: PROFILER: 134900.000000FPS: 238.823074
[18:46:45] [info] ENGINE: PROFILER: 140200.000000FPS: 247.954361
[18:46:45] [info] ENGINE: PROFILER: 138900.000000FPS: 247.954361
[18:46:45] [info] ENGINE: PROFILER: 133400.000000FPS: 234.011185
[18:46:45] [info] ENGINE: PROFILER: 140900.000000FPS: 234.011185
[18:46:45] [info] ENGINE: PROFILER: 136500.000000FPS: 245.452988
[18:46:45] [info] ENGINE: PROFILER: 133600.000000FPS: 245.452988
[18:46:45] [info] ENGINE: PROFILER: 135700.000000FPS: 232.915649
[18:46:45] [info] ENGINE: PROFILER: 135000.000000FPS: 232.915649
[18:46:45] [info] ENGINE: PROFILER: 133100.000000FPS: 247.543121
[18:46:45] [info] ENGINE: PROFILER: 134100.000000FPS: 247.543121
[18:46:45] [info] ENGINE: PROFILER: 133300.000000FPS: 232.504074
[18:46:45] [info] ENGINE: PROFILER: 137300.000000FPS: 232.504074
[18:46:45] [info] ENGINE: PROFILER: 132800.000000FPS: 239.131485
[18:46:45] [info] ENGINE: PROFILER: 133300.000000FPS: 239.131485
[18:46:45] [info] ENGINE: PROFILER: 132800.000000FPS: 246.889191
[18:46:45] [info] ENGINE: PROFILER: 166900.000000FPS: 246.889191
[18:46:45] [info] ENGINE: PROFILER: 145900.000000FPS: 234.730759
[18:46:45] [info] ENGINE: PROFILER: 140500.000000FPS: 234.730759
[18:46:45] [info] ENGINE: PROFILER: 133500.000000FPS: 238.237030
[18:46:45] [info] ENGINE: PROFILER: 133100.000000FPS: 238.237030
[18:46:45] [info] ENGINE: PROFILER: 201900.000000FPS: 245.531342
[18:46:45] [info] ENGINE: PROFILER: 136500.000000FPS: 245.531342
[18:46:45] [info] ENGINE: PROFILER: 134300.000000FPS: 233.803284
[18:46:45] [info] ENGINE: PROFILER: 135800.000000FPS: 233.803284
[18:46:45] [info] ENGINE: PROFILER: 134800.000000FPS: 242.042831
[18:46:45] [info] ENGINE: PROFILER: 134800.000000FPS: 242.042831
[18:46:45] [info] ENGINE: PROFILER: 137600.000000FPS: 237.490219
[18:46:45] [info] ENGINE: PROFILER: 135800.000000FPS: 237.490219
[18:46:45] [info] ENGINE: PROFILER: 139200.000000FPS: 248.317657
[18:46:45] [info] ENGINE: PROFILER: 134400.000000FPS: 248.317657
[18:46:45] [info] ENGINE: PROFILER: 140400.000000FPS: 233.459412
[18:46:45] [info] ENGINE: PROFILER: 134800.000000FPS: 233.459412
[18:46:45] [info] ENGINE: PROFILER: 132900.000000FPS: 238.549637
[18:46:45] [info] ENGINE: PROFILER: 137700.000000FPS: 238.549637
[18:46:45] [info] ENGINE: PROFILER: 133500.000000FPS: 247.616684
[18:46:45] [info] ENGINE: PROFILER: 132700.000000FPS: 247.616684
[18:46:45] [info] ENGINE: PROFILER: 150300.000000FPS: 241.114914
[18:46:45] [info] ENGINE: PROFILER: 137100.000000FPS: 241.114914
[18:46:45] [info] ENGINE: PROFILER: 133300.000000FPS: 239.137207
[18:46:45] [info] ENGINE: PROFILER: 133200.000000FPS: 239.137207
[18:46:45] [info] ENGINE: PROFILER: 133200.000000FPS: 233.847031
[18:46:45] [info] ENGINE: PROFILER: 133400.000000FPS: 233.847031
[18:46:45] [info] ENGINE: PROFILER: 132800.000000FPS: 245.314499
[18:46:45] [info] ENGINE: PROFILER: 137000.000000FPS: 245.314499
[18:46:45] [info] ENGINE: PROFILER: 133500.000000FPS: 239.520966
[18:46:45] [info] ENGINE: PROFILER: 133000.000000FPS: 239.520966
[18:46:45] [info] ENGINE: PROFILER: 138900.000000FPS: 234.285324
[18:46:45] [info] ENGINE: PROFILER: 138200.000000FPS: 234.285324
[18:46:45] [info] ENGINE: PROFILER: 133500.000000FPS: 238.322220
[18:46:45] [info] ENGINE: PROFILER: 137300.000000FPS: 238.322220
[18:46:45] [info] ENGINE: PROFILER: 133200.000000FPS: 248.182068
[18:46:45] [info] ENGINE: PROFILER: 138000.000000FPS: 248.182068
[18:46:45] [info] ENGINE: PROFILER: 135100.000000FPS: 238.078217
[18:46:45] [info] ENGINE: PROFILER: 134000.000000FPS: 238.078217
[18:46:45] [info] ENGINE: PROFILER: 133200.000000FPS: 235.139221
[18:46:45] [info] ENGINE: PROFILER: 133000.000000FPS: 235.139221
[18:46:45] [info] ENGINE: PROFILER: 132700.000000FPS: 238.061218
[18:46:45] [info] ENGINE: PROFILER: 133300.000000FPS: 238.061218
[18:46:45] [info] ENGINE: PROFILER: 132700.000000FPS: 247.598297
[18:46:45] [info] ENGINE: PROFILER: 138500.000000FPS: 247.598297
[18:46:45] [info] ENGINE: PROFILER: 177000.000000FPS: 237.755600
[18:46:45] [info] ENGINE: PROFILER: 168900.000000FPS: 237.755600
[18:46:45] [info] ENGINE: PROFILER: 169900.000000FPS: 234.071426
[18:46:45] [info] ENGINE: PROFILER: 139200.000000FPS: 234.071426
[18:46:45] [info] ENGINE: PROFILER: 135900.000000FPS: 239.343246
[18:46:45] [info] ENGINE: PROFILER: 133300.000000FPS: 239.343246
[18:46:45] [info] ENGINE: PROFILER: 141700.000000FPS: 248.842880
[18:46:45] [info] ENGINE: PROFILER: 133100.000000FPS: 248.842880
[18:46:45] [info] ENGINE: PROFILER: 135100.000000FPS: 238.021561
[18:46:45] [info] ENGINE: PROFILER: 134800.000000FPS: 238.021561
[18:46:45] [info] ENGINE: PROFILER: 135400.000000FPS: 234.598602
[18:46:45] [info] ENGINE: PROFILER: 135500.000000FPS: 234.598602
[18:46:45] [info] ENGINE: PROFILER: 135300.000000FPS: 238.595169
[18:46:45] [info] ENGINE: PROFILER: 140200.000000FPS: 238.595169
[18:46:45] [info] ENGINE: PROFILER: 169700.000000FPS: 247.837616
[18:46:45] [info] ENGINE: PROFILER: 142700.000000FPS: 247.837616
[18:46:45] [info] ENGINE: PROFILER: 175400.000000FPS: 238.669174
[18:46:45] [info] ENGINE: PROFILER: 141800.000000FPS: 238.669174
[18:46:45] [info] ENGINE: PROFILER: 134600.000000FPS: 234.912735
[18:46:45] [info] ENGINE: PROFILER: 134600.000000FPS: 234.912735
[18:46:45] [info] ENGINE: PROFILER: 134400.000000FPS: 237.970581
[18:46:45] [info] ENGINE: PROFILER: 143500.000000FPS: 237.970581
[18:46:45] [info] ENGINE: PROFILER: 136800.000000FPS: 245.917755
[18:46:45] [info] ENGINE: PROFILER: 136000.000000FPS: 245.917755
[18:46:45] [info] ENGINE: PROFILER: 141700.000000FPS: 231.867935
[18:46:45] [info] ENGINE: PROFILER: 178900.000000FPS: 231.867935
[18:46:45] [info] ENGINE: PROFILER: 141800.000000FPS: 237.450714
[18:46:45] [info] ENGINE: PROFILER: 138000.000000FPS: 237.450714
[18:46:45] [info] ENGINE: PROFILER: 177300.000000FPS: 241.440918
[18:46:45] [info] ENGINE: PROFILER: 137100.000000FPS: 241.440918
[18:46:45] [info] ENGINE: PROFILER: 181500.000000FPS: 240.442429
[18:46:45] [info] ENGINE: PROFILER: 143700.000000FPS: 240.442429
[18:46:45] [info] ENGINE: PROFILER: 142500.000000FPS: 239.848404
[18:46:45] [info] ENGINE: PROFILER: 142500.000000FPS: 239.848404
[18:46:45] [info] ENGINE: PROFILER: 137200.000000FPS: 240.309509
[18:46:45] [info] ENGINE: PROFILER: 136300.000000FPS: 240.309509
[18:46:45] [info] ENGINE: PROFILER: 156700.000000FPS: 240.246017
[18:46:45] [info] ENGINE: PROFILER: 136200.000000FPS: 240.246017
[18:46:45] [info] ENGINE: PROFILER: 140000.000000FPS: 247.604431
[18:46:45] [info] ENGINE: PROFILER: 136800.000000FPS: 247.604431
[18:46:45] [info] ENGINE: PROFILER: 135600.000000FPS: 234.604111
[18:46:45] [info] ENGINE: PROFILER: 136500.000000FPS: 234.604111
[18:46:45] [info] ENGINE: PROFILER: 135600.000000FPS: 246.232635
[18:46:45] [info] ENGINE: PROFILER: 136300.000000FPS: 246.232635
[18:46:45] [info] ENGINE: PROFILER: 135900.000000FPS: 240.425064
[18:46:45] [info] ENGINE: PROFILER: 136700.000000FPS: 240.425064
[18:46:45] [info] ENGINE: PROFILER: 140000.000000FPS: 233.715851
[18:46:45] [info] ENGINE: PROFILER: 142200.000000FPS: 233.715851
[18:46:45] [info] ENGINE: PROFILER: 134900.000000FPS: 245.158127
[18:46:45] [info] ENGINE: PROFILER: 134900.000000FPS: 245.158127
[18:46:45] [info] ENGINE: PROFILER: 137700.000000FPS: 240.946442
[18:46:45] [info] ENGINE: PROFILER: 136300.000000FPS: 240.946442
[18:46:45] [info] ENGINE: PROFILER: 134400.000000FPS: 238.834488
[18:46:45] [info] ENGINE: PROFILER: 135100.000000FPS: 238.834488
[18:46:45] [info] ENGINE: PROFILER: 134600.000000FPS: 234.175598
[18:46:45] [info] ENGINE: PROFILER: 134600.000000FPS: 234.175598
[18:46:45] [info] ENGINE: PROFILER: 134400.000000FPS: 245.061996
[18:46:45] [info] ENGINE: PROFILER: 168500.000000FPS: 245.061996
[18:46:45] [info] ENGINE: PROFILER: 132800.000000FPS: 239.721924
[18:46:45] [info] ENGINE: PROFILER: 133400.000000FPS: 239.721924
[18:46:45] [info] ENGINE: PROFILER: 146600.000000FPS: 234.863068
[18:46:45] [info] ENGINE: PROFILER: 135600.000000FPS: 234.863068
[18:46:45] [info] ENGINE: PROFILER: 133700.000000FPS: 239.234436
[18:46:45] [info] ENGINE: PROFILER: 138700.000000FPS: 239.234436
[18:46:45] [info] ENGINE: PROFILER: 133100.000000FPS: 245.960114
[18:46:45] [info] ENGINE: PROFILER: 133600.000000FPS: 245.960114
[18:46:45] [info] ENGINE: PROFILER: 133900.000000FPS: 232.217911
[18:46:45] [info] ENGINE: PROFILER: 134500.000000FPS: 232.217911
[18:46:45] [info] ENGINE: PROFILER: 133400.000000FPS: 241.931580
[18:46:45] [info] ENGINE: PROFILER: 167900.000000FPS: 241.931580
[18:46:45] [info] ENGINE: PROFILER: 133000.000000FPS: 238.271103
[18:46:45] [info] ENGINE: PROFILER: 133100.000000FPS: 238.271103
[18:46:45] [info] ENGINE: PROFILER: 133000.000000FPS: 247.567642
[18:46:45] [info] ENGINE: PROFILER: 134200.000000FPS: 247.567642
[18:46:45] [info] ENGINE: PROFILER: 132500.000000FPS: 232.450012
[18:46:45] [info] ENGINE: PROFILER: 133700.000000FPS: 232.450012
[18:46:45] [info] ENGINE: PROFILER: 136800.000000FPS: 241.016129
[18:46:45] [info] ENGINE: PROFILER: 141300.000000FPS: 241.016129
[18:46:45] [info] ENGINE: PROFILER: 132900.000000FPS: 238.504120
[18:46:45] [info] ENGINE: PROFILER: 133300.000000FPS: 238.504120
[18:46:45] [info] ENGINE: PROFILER: 132900.000000FPS: 247.948242
[18:46:45] [info] ENGINE: PROFILER: 133800.000000FPS: 247.948242
[18:46:45] [info] ENGINE: PROFILER: 132900.000000FPS: 237.710373
[18:46:45] [info] ENGINE: PROFILER: 134200.000000FPS: 237.710373
[18:46:45] [info] ENGINE: PROFILER: 167700.000000FPS: 234.708725
[18:46:45] [info] ENGINE: PROFILER: 172300.000000FPS: 234.708725
[18:46:45] [info] ENGINE: PROFILER: 134900.000000FPS: 238.225693
[18:46:45] [info] ENGINE: PROFILER: 135600.000000FPS: 238.225693
[18:46:45] [info] ENGINE: PROFILER: 135500.000000FPS: 230.202576
[18:46:45] [info] ENGINE: PROFILER: 135400.000000FPS: 230.202576
[18:46:45] [info] ENGINE: PROFILER: 141800.000000FPS: 250.802567
[18:46:45] [info] ENGINE: PROFILER: 135200.000000FPS: 250.802567
[18:46:45] [info] ENGINE: PROFILER: 139600.000000FPS: 239.595551
[18:46:45] [info] ENGINE: PROFILER: 139600.000000FPS: 239.595551
[18:46:45] [info] ENGINE: PROFILER: 133100.000000FPS: 248.323807
[18:46:45] [info] ENGINE: PROFILER: 133700.000000FPS: 248.323807
[18:46:45] [info] ENGINE: PROFILER: 133300.000000FPS: 239.240173
[18:46:45] [info] ENGINE: PROFILER: 166900.000000FPS: 239.240173
[18:46:45] [info] ENGINE: PROFILER: 133400.000000FPS: 232.660950
[18:46:45] [info] ENGINE: PROFILER: 133500.000000FPS: 232.660950
[18:46:45] [info] ENGINE: PROFILER: 134400.000000FPS: 238.754639
[18:46:45] [info] ENGINE: PROFILER: 135100.000000FPS: 238.754639
[18:46:45] [info] ENGINE: PROFILER: 133800.000000FPS: 247.733261
[18:46:45] [info] ENGINE: PROFILER: 134100.000000FPS: 247.733261
[18:46:45] [info] ENGINE: PROFILER: 134000.000000FPS: 234.000244
[18:46:45] [info] ENGINE: PROFILER: 135500.000000FPS: 234.000244
[18:46:45] [info] ENGINE: PROFILER: 138400.000000FPS: 246.736923
[18:46:45] [info] ENGINE: PROFILER: 140600.000000FPS: 246.736923
[18:46:45] [info] ENGINE: PROFILER: 133300.000000FPS: 239.854156
[18:46:45] [info] ENGINE: PROFILER: 134000.000000FPS: 239.854156
[18:46:45] [info] ENGINE: PROFILER: 133100.000000FPS: 239.165787
[18:46:45] [info] ENGINE: PROFILER: 133500.000000FPS: 239.165787
[18:46:45] [info] ENGINE: PROFILER: 133100.000000FPS: 234.186554
[18:46:45] [info] ENGINE: PROFILER: 134800.000000FPS: 234.186554
[18:46:45] [info] ENGINE: PROFILER: 133300.000000FPS: 246.165955
[18:46:45] [info] ENGINE: PROFILER: 133700.000000FPS: 246.165955
[18:46:45] [info] ENGINE: PROFILER: 136600.000000FPS: 239.601303
[18:46:45] [info] ENGINE: PROFILER: 136900.000000FPS: 239.601303
[18:46:45] [info] ENGINE: PROFILER: 133000.000000FPS: 239.486526
[18:46:45] [info] ENGINE: PROFILER: 133100.000000FPS: 239.486526
[18:46:45] [info] ENGINE: PROFILER: 136200.000000FPS: 234.148178
[18:46:45] [info] ENGINE: PROFILER: 134300.000000FPS: 234.148178
[18:46:45] [info] ENGINE: PROFILER: 133300.000000FPS: 245.833130
[18:46:45] [info] ENGINE: PROFILER: 137800.000000FPS: 245.833130
[18:46:45] [info] ENGINE: PROFILER: 167200.000000FPS: 238.754639
[18:46:45] [info] ENGINE: PROFILER: 133700.000000FPS: 238.754639
[18:46:45] [info] ENGINE: PROFILER: 182400.000000FPS: 230.170792
[18:46:45] [info] ENGINE: PROFILER: 139800.000000FPS: 230.170792
[18:46:45] [info] ENGINE: PROFILER: 142400.000000FPS: 239.946243
[18:46:45] [info] ENGINE: PROFILER: 146900.000000FPS: 239.946243
[18:46:45] [info] ENGINE: PROFILER: 142300.000000FPS: 239.245895
[18:46:45] [info] ENGINE: PROFILER: 144400.000000FPS: 239.245895
[18:46:45] [info] ENGINE: PROFILER: 139400.000000FPS: 236.501663
[18:46:45] [info] ENGINE: PROFILER: 140200.000000FPS: 236.501663
[18:46:45] [info] ENGINE: PROFILER: 133300.000000FPS: 247.005051
[18:46:45] [info] ENGINE: PROFILER: 133400.000000FPS: 247.005051
[18:46:45] [info] ENGINE: PROFILER: 145800.000000FPS: 240.500244
[18:46:45] [info] ENGINE: PROFILER: 139400.000000FPS: 240.500244
[18:46:45] [info] ENGINE: PROFILER: 134600.000000FPS: 246.700378
[18:46:45] [info] ENGINE: PROFILER: 138100.000000FPS: 246.700378
[18:46:45] [info] ENGINE: PROFILER: 134600.000000FPS: 240.656509
[18:46:45] [info] ENGINE: PROFILER: 135600.000000FPS: 240.656509
[18:46:45] [info] ENGINE: PROFILER: 136700.000000FPS: 233.187195
[18:46:45] [info] ENGINE: PROFILER: 134800.000000FPS: 233.187195
[18:46:45] [info] ENGINE: PROFILER: 167400.000000FPS: 246.184128
[18:46:45] [info] ENGINE: PROFILER: 160400.000000FPS: 246.184128
[18:46:45] [info] ENGINE: PROFILER: 133100.000000FPS: 239.842667
[18:46:45] [info] ENGINE: PROFILER: 133200.000000FPS: 239.842667
[18:46:45] [info] ENGINE: PROFILER: 133000.000000FPS: 239.406281
[18:46:45] [info] ENGINE: PROFILER: 135800.000000FPS: 239.406281
[18:46:45] [info] ENGINE: PROFILER: 136300.000000FPS: 233.759567
[18:46:45] [info] ENGINE: PROFILER: 167800.000000FPS: 233.759567
[18:46:45] [info] ENGINE: PROFILER: 133300.000000FPS: 246.238693
[18:46:45] [info] ENGINE: PROFILER: 138100.000000FPS: 246.238693
[18:46:45] [info] ENGINE: PROFILER: 135900.000000FPS: 240.824585
[18:46:45] [info] ENGINE: PROFILER: 133400.000000FPS: 240.824585
[18:46:45] [info] ENGINE: PROFILER: 132800.000000FPS: 238.828781
[18:46:45] [info] ENGINE: PROFILER: 133000.000000FPS: 238.828781
[18:46:45] [info] ENGINE: PROFILER: 132800.000000FPS: 233.852478
[18:46:45] [info] ENGINE: PROFILER: 133500.000000FPS: 233.852478
[18:46:45] [info] ENGINE: PROFILER: 132500.000000FPS: 246.420746
[18:46:45] [info] ENGINE: PROFILER: 134100.000000FPS: 246.420746
[18:46:45] [info] ENGINE: PROFILER: 133800.000000FPS: 239.154358
[18:46:45] [info] ENGINE: PROFILER: 147100.000000FPS: 239.154358
[18:46:45] [info] ENGINE: PROFILER: 132700.000000FPS: 239.727676
[18:46:45] [info] ENGINE: PROFILER: 134700.000000FPS: 239.727676
[18:46:45] [info] ENGINE: PROFILER: 142600.000000FPS: 233.208954
[18:46:45] [info] ENGINE: PROFILER: 138700.000000FPS: 233.208954
[18:46:45] [info] ENGINE: PROFILER: 142800.000000FPS: 235.305191
[18:46:45] [info] ENGINE: PROFILER: 136500.000000FPS: 235.305191
[18:46:45] [info] ENGINE: PROFILER: 167700.000000FPS: 242.007706
[18:46:45] [info] ENGINE: PROFILER: 135200.000000FPS: 242.007706
[18:46:45] [info] ENGINE: PROFILER: 170500.000000FPS: 241.103287
[18:46:45] [info] ENGINE: PROFILER: 142000.000000FPS: 241.103287
[18:46:45] [info] ENGINE: PROFILER: 132900.000000FPS: 240.286407
[18:46:45] [info] ENGINE: PROFILER: 140700.000000FPS: 240.286407
[18:46:45] [info] ENGINE: PROFILER: 134600.000000FPS: 247.127136
[18:46:45] [info] ENGINE: PROFILER: 135900.000000FPS: 247.127136
[18:46:45] [info] ENGINE: PROFILER: 139500.000000FPS: 240.194061
[18:46:45] [info] ENGINE: PROFILER: 135100.000000FPS: 240.194061
[18:46:45] [info] ENGINE: PROFILER: 156200.000000FPS: 231.251282
[18:46:45] [info] ENGINE: PROFILER: 169100.000000FPS: 231.251282
[18:46:45] [info] ENGINE: PROFILER: 186200.000000FPS: 238.549637
[18:46:45] [info] ENGINE: PROFILER: 141700.000000FPS: 238.549637
[18:46:45] [info] ENGINE: PROFILER: 140300.000000FPS: 241.715195
[18:46:45] [info] ENGINE: PROFILER: 140500.000000FPS: 241.715195
[18:46:45] [info] ENGINE: PROFILER: 135000.000000FPS: 240.940643
[18:46:45] [info] ENGINE: PROFILER: 134800.000000FPS: 240.940643
[18:46:45] [info] ENGINE: PROFILER: 134300.000000FPS: 238.703369
[18:46:45] [info] ENGINE: PROFILER: 135200.000000FPS: 238.703369
[18:46:45] [info] ENGINE: PROFILER: 134300.000000FPS: 247.843765
[18:46:45] [info] ENGINE: PROFILER: 139500.000000FPS: 247.843765
[18:46:45] [info] ENGINE: PROFILER: 133800.000000FPS: 237.445099
[18:46:45] [info] ENGINE: PROFILER: 134700.000000FPS: 237.445099
[18:46:45] [info] ENGINE: PROFILER: 132900.000000FPS: 234.796890
[18:46:45] [info] ENGINE: PROFILER: 134600.000000FPS: 234.796890
[18:46:45] [info] ENGINE: PROFILER: 141900.000000FPS: 240.488663
[18:46:45] [info] ENGINE: PROFILER: 143100.000000FPS: 240.488663
[18:46:45] [info] ENGINE: PROFILER: 136100.000000FPS: 246.962357
[18:46:45] [info] ENGINE: PROFILER: 133800.000000FPS: 246.962357
[18:46:45] [info] ENGINE: PROFILER: 133600.000000FPS: 239.457886
[18:46:45] [info] ENGINE: PROFILER: 134500.000000FPS: 239.457886
[18:46:45] [info] ENGINE: PROFILER: 133000.000000FPS: 233.983795
[18:46:45] [info] ENGINE: PROFILER: 173600.000000FPS: 233.983795
[18:46:45] [info] ENGINE: PROFILER: 132900.000000FPS: 246.184128
